participant_id,filename,jumps,right_moves,left_moves,kills,powerups,coins_collected,deaths,wins,event_code
0007113,MarioLevelInfoTimeline.csv,13,8,3,0,2,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,13,8,3,0,2,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,13,8,3,0,2,3,1,0,8
0007113,MarioLevelInfoTimeline.csv,13,8,3,0,2,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,13,8,3,0,2,3,1,0,7
0007113,MarioLevelInfoTimeline.csv,13,8,3,0,2,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,13,9,3,0,2,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,13,9,3,0,2,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,14,9,3,0,2,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,14,10,3,0,2,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,14,10,3,0,2,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,14,10,3,0,2,3,1,0,8
0007113,MarioLevelInfoTimeline.csv,14,10,3,0,2,3,1,0,7
0007113,MarioLevelInfoTimeline.csv,15,10,3,0,2,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,15,10,3,0,2,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,15,10,3,0,2,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,16,10,3,0,2,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,16,11,3,0,2,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,16,12,3,0,2,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,16,13,3,0,2,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,16,13,3,0,2,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,16,14,3,0,2,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,16,14,3,0,2,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,16,14,3,0,2,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,17,14,3,0,2,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,17,14,3,0,2,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,17,14,3,0,2,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,18,14,3,0,2,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,18,14,3,0,2,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,18,15,3,0,2,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,18,15,3,0,2,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,18,16,3,0,2,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,18,17,3,0,2,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,18,17,3,0,2,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,18,17,3,0,2,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,19,17,3,0,2,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,19,17,3,0,2,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,19,17,3,0,2,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,19,17,3,0,2,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,20,17,3,0,2,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,20,17,3,0,3,3,1,0,3
0007113,MarioLevelInfoTimeline.csv,20,18,3,0,3,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,20,18,3,0,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,21,18,3,0,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,21,18,4,0,3,3,1,0,18
0007113,MarioLevelInfoTimeline.csv,21,18,4,0,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,22,18,4,0,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,22,19,4,0,3,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,22,19,4,0,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,23,19,4,0,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,23,19,4,0,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,24,19,4,0,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,24,19,4,0,3,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,24,19,4,0,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,25,19,4,0,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,25,19,4,0,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,25,19,5,0,3,3,1,0,18
0007113,MarioLevelInfoTimeline.csv,26,19,5,0,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,26,19,5,0,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,26,19,6,0,3,3,1,0,18
0007113,MarioLevelInfoTimeline.csv,26,19,6,0,3,3,1,0,24
0007113,MarioLevelInfoTimeline.csv,26,19,6,0,3,3,1,0,23
0007113,MarioLevelInfoTimeline.csv,27,19,6,0,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,27,19,6,0,3,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,27,20,6,0,3,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,27,20,6,0,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,28,20,6,0,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,28,20,6,0,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,28,20,6,0,3,3,1,0,17
0007113,MarioLevelInfoTimeline.csv,29,20,6,0,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,29,20,7,0,3,3,1,0,18
0007113,MarioLevelInfoTimeline.csv,29,20,7,0,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,30,20,7,0,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,30,20,7,0,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,30,21,7,0,3,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,31,21,7,0,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,31,21,7,0,3,3,1,0,15
0007113,MarioLevelInfoTimeline.csv,31,21,7,1,3,3,1,0,9
0007113,MarioLevelInfoTimeline.csv,31,21,7,1,3,3,1,0,17
0007113,MarioLevelInfoTimeline.csv,31,21,7,2,3,3,1,0,9
0007113,MarioLevelInfoTimeline.csv,31,21,8,2,3,3,1,0,18
0007113,MarioLevelInfoTimeline.csv,31,21,8,2,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,32,21,8,2,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,32,21,8,2,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,32,21,8,2,3,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,32,21,8,2,3,3,1,0,17
0007113,MarioLevelInfoTimeline.csv,32,22,8,2,3,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,33,22,8,2,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,33,22,9,2,3,3,1,0,18
0007113,MarioLevelInfoTimeline.csv,33,22,9,2,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,33,23,9,2,3,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,33,24,9,2,3,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,33,24,9,2,3,3,1,0,17
0007113,MarioLevelInfoTimeline.csv,33,24,9,2,3,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,33,24,10,2,3,3,1,0,18
0007113,MarioLevelInfoTimeline.csv,33,24,10,2,3,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,33,24,10,2,3,3,1,0,24
0007113,MarioLevelInfoTimeline.csv,33,24,10,2,3,3,1,0,17
0007113,MarioLevelInfoTimeline.csv,33,24,10,2,3,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,33,24,10,2,3,3,1,0,21
0007113,MarioLevelInfoTimeline.csv,33,24,10,2,3,3,1,0,23
0007113,MarioLevelInfoTimeline.csv,33,24,10,2,3,3,1,0,24
0007113,MarioLevelInfoTimeline.csv,33,25,10,2,3,3,1,0,22
0007113,MarioLevelInfoTimeline.csv,34,25,10,2,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,34,25,10,2,3,3,1,0,23
0007113,MarioLevelInfoTimeline.csv,34,25,10,2,3,3,1,0,17
0007113,MarioLevelInfoTimeline.csv,34,25,10,2,3,3,1,0,13
0007113,MarioLevelInfoTimeline.csv,35,25,10,2,3,3,1,0,14
0007113,MarioLevelInfoTimeline.csv,35,25,11,2,3,3,1,0,18
0007113,MarioLevelInfoTimeline.csv,35,25,11,2,3,4,1,0,1
0007113,MarioLevelInfoTimeline.csv,35,25,11,2,3,4,1,0,13
0007113,MarioLevelInfoTimeline.csv,35,26,11,2,3,4,1,0,22
0007113,MarioLevelInfoTimeline.csv,35,26,11,2,3,4,1,0,24
0007113,MarioLevelInfoTimeline.csv,35,26,11,2,3,4,1,0,23
0007113,MarioLevelInfoTimeline.csv,35,26,11,2,3,4,1,0,24
0007113,MarioLevelInfoTimeline.csv,35,26,11,2,3,4,1,0,23
0007113,MarioLevelInfoTimeline.csv,35,27,11,2,3,4,1,0,22
0007113,MarioLevelInfoTimeline.csv,35,27,11,2,3,4,1,0,21
0007113,MarioLevelInfoTimeline.csv,35,27,11,2,3,5,1,0,1
0007113,MarioLevelInfoTimeline.csv,36,27,11,2,3,5,1,0,14
0007113,MarioLevelInfoTimeline.csv,36,27,11,2,3,5,1,0,13
0007113,MarioLevelInfoTimeline.csv,36,27,12,2,3,5,1,0,18
0007113,MarioLevelInfoTimeline.csv,36,27,12,2,3,6,1,0,1
0007113,MarioLevelInfoTimeline.csv,36,27,12,2,3,6,1,0,17
0007113,MarioLevelInfoTimeline.csv,36,28,12,2,3,6,1,0,22
0007113,MarioLevelInfoTimeline.csv,36,28,12,2,3,6,1,0,21
0007113,MarioLevelInfoTimeline.csv,37,28,12,2,3,6,1,0,14
0007113,MarioLevelInfoTimeline.csv,37,28,12,2,3,6,1,0,21
0007113,MarioLevelInfoTimeline.csv,37,28,12,2,3,6,1,0,13
0007113,MarioLevelInfoTimeline.csv,37,28,12,2,3,6,1,0,17
0007113,MarioLevelInfoTimeline.csv,37,28,13,2,3,6,1,0,18
0007113,MarioLevelInfoTimeline.csv,37,29,13,2,3,6,1,0,22
0007113,MarioLevelInfoTimeline.csv,38,29,13,2,3,6,1,0,14
0007113,MarioLevelInfoTimeline.csv,38,29,13,2,3,6,1,0,17
0007113,MarioLevelInfoTimeline.csv,38,29,13,2,3,6,1,0,13
0007113,MarioLevelInfoTimeline.csv,38,29,13,2,4,6,1,0,3
0007113,MarioLevelInfoTimeline.csv,38,29,13,2,4,6,1,0,21
0007113,MarioLevelInfoTimeline.csv,38,30,13,2,4,6,1,0,22
0007113,MarioLevelInfoTimeline.csv,39,30,13,2,4,6,1,0,14
0007113,MarioLevelInfoTimeline.csv,39,31,13,2,4,6,1,0,22
0007113,MarioLevelInfoTimeline.csv,39,31,13,2,4,6,1,0,13
0007113,MarioLevelInfoTimeline.csv,39,31,13,2,4,6,1,0,17
0007113,MarioLevelInfoTimeline.csv,39,31,13,2,4,6,1,0,21
0007113,MarioLevelInfoTimeline.csv,39,31,14,2,4,6,1,0,18
0007113,MarioLevelInfoTimeline.csv,39,31,14,2,4,6,1,0,21
0007113,MarioLevelInfoTimeline.csv,40,31,14,2,4,6,1,0,14
0007113,MarioLevelInfoTimeline.csv,40,31,14,2,4,6,1,0,13
0007113,MarioLevelInfoTimeline.csv,40,31,14,2,4,6,1,0,21
0007113,MarioLevelInfoTimeline.csv,40,32,14,2,4,6,1,0,22
0007113,MarioLevelInfoTimeline.csv,41,32,14,2,4,6,1,0,14
0007113,MarioLevelInfoTimeline.csv,41,32,14,2,4,6,1,0,13
0007113,MarioLevelInfoTimeline.csv,42,32,14,2,4,6,1,0,14
0007113,MarioLevelInfoTimeline.csv,42,32,14,2,4,6,1,0,13
0007113,MarioLevelInfoTimeline.csv,43,32,14,2,4,6,1,0,14
0007113,MarioLevelInfoTimeline.csv,43,32,14,2,4,6,1,0,17
0007113,MarioLevelInfoTimeline.csv,43,32,15,2,4,6,1,0,18
0007113,MarioLevelInfoTimeline.csv,43,32,15,2,4,6,1,0,13
0007113,MarioLevelInfoTimeline.csv,43,33,15,2,4,6,1,0,22
0007113,MarioLevelInfoTimeline.csv,43,33,15,2,4,6,1,0,21
0007113,MarioLevelInfoTimeline.csv,44,33,15,2,4,6,1,0,14
0007113,MarioLevelInfoTimeline.csv,44,33,16,2,4,6,1,0,18
0007113,MarioLevelInfoTimeline.csv,44,33,16,2,4,7,1,0,1
0007113,MarioLevelInfoTimeline.csv,44,33,16,2,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,44,34,16,2,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,45,34,16,2,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,45,34,16,2,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,45,35,16,2,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,45,35,17,2,4,7,1,0,18
0007113,MarioLevelInfoTimeline.csv,45,35,17,2,4,7,1,0,17
0007113,MarioLevelInfoTimeline.csv,45,35,17,2,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,45,35,17,2,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,45,35,17,2,4,7,1,0,17
0007113,MarioLevelInfoTimeline.csv,45,36,17,2,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,46,36,17,2,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,46,36,17,2,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,46,36,17,2,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,46,36,17,3,4,7,1,0,9
0007113,MarioLevelInfoTimeline.csv,47,36,17,3,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,47,37,17,3,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,47,37,17,3,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,47,37,17,3,4,7,1,0,17
0007113,MarioLevelInfoTimeline.csv,47,37,18,3,4,7,1,0,18
0007113,MarioLevelInfoTimeline.csv,48,37,18,3,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,48,37,18,3,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,48,38,18,3,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,48,39,18,3,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,48,39,18,3,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,49,39,18,3,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,49,39,18,3,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,49,39,18,3,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,49,39,18,3,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,49,40,18,3,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,49,41,18,3,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,49,41,18,3,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,49,41,18,3,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,50,41,18,3,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,50,42,18,3,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,50,42,18,3,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,51,42,18,3,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,51,42,18,3,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,51,42,19,3,4,7,1,0,18
0007113,MarioLevelInfoTimeline.csv,51,42,19,3,4,7,1,0,17
0007113,MarioLevelInfoTimeline.csv,51,42,19,3,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,51,42,19,3,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,52,42,19,3,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,52,43,19,3,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,53,43,19,3,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,53,43,19,3,4,7,1,0,17
0007113,MarioLevelInfoTimeline.csv,53,43,20,3,4,7,1,0,18
0007113,MarioLevelInfoTimeline.csv,53,43,20,3,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,53,43,20,4,4,7,1,0,9
0007113,MarioLevelInfoTimeline.csv,53,44,20,4,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,53,44,20,5,4,7,1,0,9
0007113,MarioLevelInfoTimeline.csv,53,45,20,5,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,53,45,21,5,4,7,1,0,18
0007113,MarioLevelInfoTimeline.csv,53,45,22,5,4,7,1,0,18
0007113,MarioLevelInfoTimeline.csv,53,45,22,5,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,53,46,22,5,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,53,46,22,5,4,7,1,0,17
0007113,MarioLevelInfoTimeline.csv,53,46,22,6,4,7,1,0,9
0007113,MarioLevelInfoTimeline.csv,54,46,22,6,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,54,46,23,6,4,7,1,0,18
0007113,MarioLevelInfoTimeline.csv,54,46,23,6,4,7,1,0,17
0007113,MarioLevelInfoTimeline.csv,54,46,23,6,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,55,46,23,6,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,55,46,23,6,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,55,46,23,6,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,55,46,24,6,4,7,1,0,18
0007113,MarioLevelInfoTimeline.csv,55,46,24,6,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,55,46,24,6,4,7,1,0,17
0007113,MarioLevelInfoTimeline.csv,56,46,24,6,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,56,46,24,6,4,7,1,0,17
0007113,MarioLevelInfoTimeline.csv,56,47,24,6,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,56,47,24,6,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,17
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,24
0007113,MarioLevelInfoTimeline.csv,57,47,24,6,4,7,1,0,23
0007113,MarioLevelInfoTimeline.csv,57,48,24,6,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,57,48,24,6,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,58,48,24,6,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,58,49,24,6,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,58,50,24,6,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,58,50,24,6,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,58,50,24,6,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,59,50,24,6,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,59,50,24,6,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,59,51,24,6,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,59,51,24,6,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,60,51,24,6,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,60,52,24,6,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,60,53,24,6,4,7,1,0,22
0007113,MarioLevelInfoTimeline.csv,60,53,24,6,4,7,1,0,13
0007113,MarioLevelInfoTimeline.csv,60,53,24,6,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,60,53,24,6,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,61,53,24,6,4,7,1,0,14
0007113,MarioLevelInfoTimeline.csv,61,53,24,6,4,7,1,0,21
0007113,MarioLevelInfoTimeline.csv,61,53,24,6,4,7,1,0,21
