little,large,fire,death,coin,enemy_defeated,jump,run,duck,left,right,Time,PlayerID,Episode
0,1,0,0,0,0,1,0,0,0,1,594,0007113,1
0,1,0,0,0,0,1,0,0,0,0,595,0007113,1
0,1,0,0,0,0,0,0,0,0,0,596,0007113,1
0,1,0,0,0,0,1,0,0,0,0,601,0007113,1
0,1,0,0,0,0,0,0,0,0,0,619,0007113,1
0,1,0,0,0,0,0,0,0,0,0,624,0007113,1
0,1,0,0,0,0,1,0,0,0,0,639,0007113,1
0,1,0,0,0,0,1,0,0,0,0,642,0007113,1
0,1,0,0,0,0,1,0,0,0,1,643,0007113,1
0,1,0,0,0,0,1,0,0,0,0,644,0007113,1
0,1,0,0,0,0,1,0,0,0,1,645,0007113,1
0,1,0,0,0,0,1,0,0,0,1,647,0007113,1
0,1,0,0,0,0,1,0,0,0,0,648,0007113,1
0,1,0,0,0,0,0,0,0,0,0,649,0007113,1
0,1,0,0,0,0,1,0,0,0,0,680,0007113,1
0,1,0,0,0,0,1,0,0,0,0,693,0007113,1
0,1,0,0,0,0,1,0,0,0,0,694,0007113,1
0,1,0,0,0,0,0,0,0,0,0,696,0007113,1
0,1,0,0,0,0,1,0,0,0,0,700,0007113,1
0,1,0,0,0,0,1,0,0,0,0,712,0007113,1
0,1,0,0,0,0,1,0,0,0,1,712,0007113,1
0,1,0,0,0,0,0,0,0,0,1,716,0007113,1
0,1,0,0,0,0,1,0,0,0,1,719,0007113,1
0,1,0,0,0,0,1,0,0,1,1,728,0007113,1
0,1,0,0,0,0,0,0,0,1,1,735,0007113,1
0,1,0,0,0,0,1,0,0,1,1,737,0007113,1
0,1,0,0,0,0,1,0,0,1,1,750,0007113,1
0,1,0,0,0,0,0,0,0,1,1,753,0007113,1
0,1,0,0,0,0,1,0,0,1,1,754,0007113,1
0,1,0,0,0,0,0,0,0,1,1,770,0007113,1
0,1,0,0,0,0,1,0,0,1,1,778,0007113,1
0,1,0,0,0,0,1,0,0,1,0,792,0007113,1
0,1,0,0,0,0,0,0,0,1,0,794,0007113,1
0,1,0,0,0,0,1,0,0,1,0,807,0007113,1
0,1,0,0,0,0,0,0,0,1,0,813,0007113,1
0,1,0,0,0,0,0,0,0,1,0,822,0007113,1
0,1,0,0,0,0,1,0,0,1,0,823,0007113,1
0,1,0,0,0,0,0,0,0,1,0,837,0007113,1
0,1,0,0,0,0,0,0,0,1,0,839,0007113,1
0,1,0,0,0,0,0,1,0,1,0,844,0007113,1
0,1,0,0,0,0,0,0,0,1,0,849,0007113,1
0,1,0,0,0,0,1,0,0,1,0,852,0007113,1
0,1,0,0,0,0,1,0,0,1,0,859,0007113,1
0,1,0,0,0,0,1,0,0,1,1,859,0007113,1
0,1,0,0,0,0,0,0,0,1,1,864,0007113,1
0,1,0,0,0,0,1,0,0,1,1,865,0007113,1
0,1,0,0,0,0,0,0,0,1,1,871,0007113,1
0,1,0,0,0,0,0,0,0,0,1,875,0007113,1
0,1,0,0,0,0,1,0,0,0,1,884,0007113,1
0,1,0,0,0,0,1,0,0,1,1,891,0007113,1
0,1,0,0,0,0,0,0,0,1,1,896,0007113,1
0,1,0,0,0,0,1,0,0,1,1,899,0007113,1
0,1,0,0,0,0,0,0,0,1,1,905,0007113,1
0,1,0,0,0,0,0,0,0,1,1,907,0007113,1
0,1,0,0,0,0,1,0,0,1,1,912,0007113,1
0,0,0,0,0,0,1,0,0,1,1,915,0007113,1
0,0,0,0,0,1,1,0,0,1,1,918,0007113,1
0,0,0,0,0,0,1,0,0,0,1,920,0007113,1
0,0,0,0,0,1,1,0,0,0,1,939,0007113,1
0,0,0,0,0,0,1,0,0,1,1,942,0007113,1
0,0,0,0,0,0,0,0,0,1,1,943,0007113,1
0,0,0,0,0,0,1,0,0,1,1,947,0007113,1
0,0,0,0,0,0,0,0,0,1,1,953,0007113,1
0,0,0,0,0,0,0,0,0,1,0,957,0007113,1
0,0,0,0,0,0,0,0,0,0,0,958,0007113,1
0,0,0,0,0,0,0,0,0,0,1,960,0007113,1
0,0,0,0,0,0,1,0,0,0,1,962,0007113,1
0,0,0,0,0,0,1,0,0,1,1,968,0007113,1
0,0,0,0,0,0,0,0,0,1,1,972,0007113,1
0,0,0,0,0,0,0,0,0,1,1,990,0007113,1
0,0,0,0,0,0,0,0,0,1,1,993,0007113,1
0,0,0,0,0,0,0,0,0,0,1,995,0007113,1
0,0,0,0,0,0,0,0,0,0,0,999,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1002,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1004,0007113,1
0,0,0,0,0,0,0,1,0,1,0,1012,0007113,1
0,0,0,0,0,0,0,1,0,0,0,1015,0007113,1
0,0,0,0,0,0,0,1,0,0,0,1020,0007113,1
0,0,0,0,0,0,0,1,0,0,0,1022,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1024,0007113,1
0,0,0,0,0,0,0,1,0,0,0,1032,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1034,0007113,1
0,0,0,0,0,0,1,1,0,0,1,1058,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1064,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1067,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1072,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1075,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1075,0007113,1
0,0,0,0,1,0,1,0,0,1,1,1088,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1091,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1092,0007113,1
0,0,0,0,0,0,0,1,0,1,1,1092,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1094,0007113,1
0,0,0,0,0,0,0,1,0,1,1,1095,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1102,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1107,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1115,0007113,1
0,0,0,0,1,0,0,0,0,1,0,1119,0007113,1
0,0,0,0,0,0,1,0,0,1,0,1121,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1127,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1128,0007113,1
0,0,0,0,1,0,0,0,0,1,0,1139,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1139,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1139,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1142,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1154,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1162,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1164,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1164,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1173,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1185,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1186,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1191,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1202,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1203,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1204,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1207,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1211,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1221,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1225,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1229,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1233,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1234,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1238,0007113,1
0,0,0,0,0,0,1,0,0,1,0,1241,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1247,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1247,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1249,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1272,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1278,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1292,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1298,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1305,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1309,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1310,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1311,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1321,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1335,0007113,1
0,0,0,0,0,0,1,0,0,1,0,1336,0007113,1
0,0,0,0,0,0,1,0,0,1,0,1339,0007113,1
0,0,0,0,1,0,1,0,0,1,0,1341,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1346,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1354,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1356,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1362,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1368,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1378,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1382,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1389,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1391,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1396,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1405,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1406,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1410,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1422,0007113,1
0,0,0,0,0,1,0,0,0,0,0,1426,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1428,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1435,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1438,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1442,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1447,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1448,0007113,1
0,0,0,0,0,0,1,0,0,1,0,1448,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1456,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1458,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1459,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1472,0007113,1
0,0,0,0,0,0,1,0,0,1,0,1476,0007113,1
0,0,0,0,0,0,1,0,0,1,0,1478,0007113,1
0,0,0,0,0,0,1,0,0,1,0,1485,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1485,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1487,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1488,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1491,0007113,1
0,0,0,0,0,0,1,0,0,1,0,1494,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1499,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1500,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1513,0007113,1
0,0,0,0,0,0,1,0,0,1,0,1513,0007113,1
0,0,0,0,0,0,1,0,0,1,0,1520,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1524,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1529,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1531,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1534,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1542,0007113,1
0,0,0,0,0,0,1,1,0,0,1,1545,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1547,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1549,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1549,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1552,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1554,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1556,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1558,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1561,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1566,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1569,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1571,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1574,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1577,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1579,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1581,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1584,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1585,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1588,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1594,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1597,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1598,0007113,1
0,0,0,0,0,0,1,0,0,1,0,1601,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1607,0007113,1
0,0,0,0,0,1,0,0,0,1,0,1614,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1614,0007113,1
0,0,0,0,0,1,0,0,0,1,1,1619,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1622,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1634,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1638,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1641,0007113,1
0,0,0,0,0,0,0,0,0,1,1,1648,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1651,0007113,1
0,0,0,0,0,1,0,0,0,0,1,1655,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1662,0007113,1
0,0,0,0,0,0,1,0,0,1,1,1663,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1668,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1678,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1683,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1688,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1688,0007113,1
0,0,0,0,0,0,1,0,0,1,0,1689,0007113,1
0,0,0,0,0,0,0,0,0,1,0,1693,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1694,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1697,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1697,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1713,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1717,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1726,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1735,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1740,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1759,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1761,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1764,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1767,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1769,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1772,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1774,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1777,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1780,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1783,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1785,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1788,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1791,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1793,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1801,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1804,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1807,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1810,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1812,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1815,0007113,1
0,0,0,0,0,0,0,1,0,0,1,1817,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1819,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1824,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1825,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1826,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1837,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1840,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1842,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1844,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1850,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1852,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1859,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1860,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1866,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1879,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1881,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1886,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1897,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1900,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1933,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1937,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1937,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1939,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1947,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1961,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1975,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1975,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1977,0007113,1
0,0,0,0,0,0,0,0,0,0,1,1979,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1980,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1980,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1981,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1982,0007113,1
0,0,0,0,0,0,1,0,0,0,1,1983,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1984,0007113,1
0,0,0,0,0,0,0,0,0,0,0,1991,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1995,0007113,1
0,0,0,0,0,0,1,0,0,0,0,1995,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2000,0007113,1
0,0,0,0,0,0,1,0,0,0,0,2004,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2007,0007113,1
0,0,0,0,0,0,1,0,0,0,0,2008,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2023,0007113,1
0,0,0,0,0,1,0,0,0,0,0,2034,0007113,1
0,0,0,0,0,1,0,0,0,0,0,2039,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2040,0007113,1
0,0,0,0,0,0,1,0,0,0,0,2044,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2046,0007113,1
0,0,0,0,0,0,0,0,0,0,1,2055,0007113,1
0,0,0,0,0,0,0,0,0,0,1,2055,0007113,1
0,0,0,0,0,0,0,0,0,0,1,2057,0007113,1
0,0,0,0,0,0,0,0,0,0,1,2059,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2060,0007113,1
0,0,0,0,0,0,1,0,0,0,0,2060,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2061,0007113,1
0,0,0,0,0,0,1,0,0,0,0,2062,0007113,1
0,0,0,0,0,0,1,0,0,0,0,2062,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2063,0007113,1
0,0,0,0,0,0,1,0,0,0,0,2064,0007113,1
0,0,0,0,0,0,1,0,0,0,0,2065,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2071,0007113,1
0,0,0,0,0,0,0,0,0,0,1,2076,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2077,0007113,1
0,0,0,0,0,0,0,0,0,0,1,2078,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2081,0007113,1
0,0,0,0,0,0,1,0,0,0,0,2087,0007113,1
0,0,0,0,0,0,1,0,0,0,0,2090,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2090,0007113,1
0,0,0,0,1,0,1,0,0,0,1,2093,0007113,1
0,0,0,0,0,0,0,0,0,0,1,2098,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2100,0007113,1
0,0,0,0,0,0,0,0,0,0,1,2101,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2108,0007113,1
0,0,0,0,0,0,1,0,0,0,0,2111,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2125,0007113,1
0,0,0,0,0,0,0,1,0,0,0,2125,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2128,0007113,1
0,0,0,0,0,0,0,1,0,0,0,2130,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2133,0007113,1
0,0,0,0,0,0,0,0,0,0,1,2154,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2156,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2156,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2158,0007113,1
0,0,0,0,0,0,1,0,0,0,0,2159,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2160,0007113,1
0,0,0,0,0,0,1,0,0,0,0,2161,0007113,1
0,0,0,0,0,0,1,0,0,0,0,2164,0007113,1
0,0,0,0,0,0,1,0,1,0,0,2168,0007113,1
0,0,0,0,0,0,0,0,1,0,0,2168,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2173,0007113,1
0,0,0,0,0,0,0,1,0,0,0,2176,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2180,0007113,1
0,0,0,0,0,0,0,1,0,0,0,2181,0007113,1
0,0,0,0,0,0,0,1,0,0,0,2182,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2184,0007113,1
0,0,0,0,0,0,0,1,0,0,0,2187,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2189,0007113,1
0,0,0,0,0,0,0,1,0,0,0,2192,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2195,0007113,1
0,0,0,0,0,0,0,1,0,0,0,2198,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2202,0007113,1
0,0,0,0,0,0,0,1,0,0,0,2204,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2207,0007113,1
0,0,0,0,0,0,0,0,0,0,0,2208,0007113,1
0,0,0,0,0,0,0,0,0,0,1,2208,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2224,0007113,1
0,0,0,0,0,0,0,0,0,0,1,2230,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2234,0007113,1
0,0,0,0,0,0,0,0,0,0,1,2240,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2246,0007113,1
0,0,0,0,0,0,0,0,0,0,1,2252,0007113,1
0,0,0,0,0,0,1,0,0,0,1,2256,0007113,1
0,0,0,0,0,0,1,0,0,1,1,2261,0007113,1
0,0,0,0,0,0,0,0,0,1,1,2262,0007113,1
0,0,0,0,0,0,0,0,0,1,1,2266,0007113,1
0,0,0,0,0,0,1,0,0,1,1,2269,0007113,1
0,0,0,0,0,0,0,0,0,1,1,2280,0007113,1
0,0,0,0,0,0,1,0,0,1,1,2293,0007113,1
0,0,0,0,0,0,0,0,0,1,1,2308,0007113,1
